Entry	Entry name
E9ABY0	E9ABY0_HUMAN
G4VV07	G4VV07_HUMAN
I3NI78	I3NI78_HUMAN
O19731	O19731_HUMAN
O19733	O19733_HUMAN
O19737	O19737_HUMAN
Q29650	Q29650_HUMAN
Q29719	Q29719_HUMAN
Q29891	Q29891_HUMAN
Q29892	Q29892_HUMAN
Q30138	Q30138_HUMAN
Q30140	Q30140_HUMAN
Q30141	Q30141_HUMAN
Q95HL8	Q95HL8_HUMAN
Q9TP03	Q9TP03_HUMAN
A0A023NF12	A0A023NF12_HUMAN
A0A023VRX5	A0A023VRX5_HUMAN
A0A023VT86	A0A023VT86_HUMAN
A0A024F8R8	A0A024F8R8_HUMAN
A0A024F9R7	A0A024F9R7_HUMAN
A0A024J4R7	A0A024J4R7_HUMAN
A0A061CLB2	A0A061CLB2_HUMAN
A0A068Q8C6	A0A068Q8C6_HUMAN
A0A068Q8E6	A0A068Q8E6_HUMAN
A0A075M4J2	A0A075M4J2_HUMAN
A0A075QB04	A0A075QB04_HUMAN
A0A076JWY8	A0A076JWY8_HUMAN
A0A077XNE3	A0A077XNE3_HUMAN
A0A078K598	A0A078K598_HUMAN
A0A087WX18	A0A087WX18_HUMAN
A0A089H0Q7	A0A089H0Q7_HUMAN
A0A090JX86	A0A090JX86_HUMAN
A0A090KI61	A0A090KI61_HUMAN
A0A090KI66	A0A090KI66_HUMAN
A0A090KJ16	A0A090KJ16_HUMAN
A0A090KJ20	A0A090KJ20_HUMAN
A0A090KNI6	A0A090KNI6_HUMAN
A0A090KNI9	A0A090KNI9_HUMAN
A0A090KQC0	A0A090KQC0_HUMAN
A0A090KQC4	A0A090KQC4_HUMAN
A0A090KQC9	A0A090KQC9_HUMAN
A0A090MHY8	A0A090MHY8_HUMAN
A0A090MHZ3	A0A090MHZ3_HUMAN
A0A096XJR4	A0A096XJR4_HUMAN
A0A096XJS0	A0A096XJS0_HUMAN
A0A097NUR6	A0A097NUR6_HUMAN
A0A097P796	A0A097P796_HUMAN
A0A098CM30	A0A098CM30_HUMAN
A0A098GK79	A0A098GK79_HUMAN
A0A0A0RD54	A0A0A0RD54_HUMAN
A0A0A0REP8	A0A0A0REP8_HUMAN
A0A0A0WAE1	A0A0A0WAE1_HUMAN
A0A0A0WAE5	A0A0A0WAE5_HUMAN
A0A0A0WB88	A0A0A0WB88_HUMAN
A0A0A0WB92	A0A0A0WB92_HUMAN
A0A0A0WC87	A0A0A0WC87_HUMAN
A0A0A0WC94	A0A0A0WC94_HUMAN
A0A0A0WDY3	A0A0A0WDY3_HUMAN
A0A0A0WDY8	A0A0A0WDY8_HUMAN
A0A0A0WDZ3	A0A0A0WDZ3_HUMAN
A0A0A0WGI7	A0A0A0WGI7_HUMAN
A0A0A0WGJ3	A0A0A0WGJ3_HUMAN
A0A0A0YRG7	A0A0A0YRG7_HUMAN
A0A0A1I7H4	A0A0A1I7H4_HUMAN
A0A0A1I7H5	A0A0A1I7H5_HUMAN
A0A0A1I7H6	A0A0A1I7H6_HUMAN
A0A0A1I7P0	A0A0A1I7P0_HUMAN
A0A0A1I7P2	A0A0A1I7P2_HUMAN
A0A0A1I7P4	A0A0A1I7P4_HUMAN
A0A0A1I8N2	A0A0A1I8N2_HUMAN
A0A0A1I8N5	A0A0A1I8N5_HUMAN
A0A0A1I8N6	A0A0A1I8N6_HUMAN
A0A0A1I9Q7	A0A0A1I9Q7_HUMAN
A0A0A1IBA8	A0A0A1IBA8_HUMAN
A0A0A1IBB2	A0A0A1IBB2_HUMAN
A0A0A1IBB5	A0A0A1IBB5_HUMAN
A0A0A1ITX8	A0A0A1ITX8_HUMAN
A0A0A1IX95	A0A0A1IX95_HUMAN
A0A0A7C3A8	A0A0A7C3A8_HUMAN
A0A0A7C3B2	A0A0A7C3B2_HUMAN
A0A0A7C3B6	A0A0A7C3B6_HUMAN
A0A0A7C3C0	A0A0A7C3C0_HUMAN
A0A0A7C3C1	A0A0A7C3C1_HUMAN
A0A0A7C3C4	A0A0A7C3C4_HUMAN
A0A0A7C3C5	A0A0A7C3C5_HUMAN
A0A0A7C3C8	A0A0A7C3C8_HUMAN
A0A0A7C3D0	A0A0A7C3D0_HUMAN
A0A0A7C3D3	A0A0A7C3D3_HUMAN
A0A0A7C3D5	A0A0A7C3D5_HUMAN
A0A0A7C3D8	A0A0A7C3D8_HUMAN
A0A0A7C3E0	A0A0A7C3E0_HUMAN
A0A0A7C3E3	A0A0A7C3E3_HUMAN
A0A0A7C3E6	A0A0A7C3E6_HUMAN
A0A0A7C3E9	A0A0A7C3E9_HUMAN
A0A0A7C3F1	A0A0A7C3F1_HUMAN
A0A0A7C3F5	A0A0A7C3F5_HUMAN
A0A0A7C3F6	A0A0A7C3F6_HUMAN
A0A0A7C3G1	A0A0A7C3G1_HUMAN
A0A0A7C3G2	A0A0A7C3G2_HUMAN
A0A0A7C3G7	A0A0A7C3G7_HUMAN
A0A0A7C3G9	A0A0A7C3G9_HUMAN
A0A0A7C3H3	A0A0A7C3H3_HUMAN
A0A0A7C3H6	A0A0A7C3H6_HUMAN
A0A0A7C3H9	A0A0A7C3H9_HUMAN
A0A0A7C3I1	A0A0A7C3I1_HUMAN
A0A0A7C3I5	A0A0A7C3I5_HUMAN
A0A0A7C3I7	A0A0A7C3I7_HUMAN
A0A0A7C3J1	A0A0A7C3J1_HUMAN
A0A0A7C3J2	A0A0A7C3J2_HUMAN
A0A0A7C3J6	A0A0A7C3J6_HUMAN
A0A0A7C3J8	A0A0A7C3J8_HUMAN
A0A0A7C3K2	A0A0A7C3K2_HUMAN
A0A0A7C3K3	A0A0A7C3K3_HUMAN
A0A0A7C3K8	A0A0A7C3K8_HUMAN
A0A0A7C3L2	A0A0A7C3L2_HUMAN
A0A0A7C3L8	A0A0A7C3L8_HUMAN
A0A0A7C3M0	A0A0A7C3M0_HUMAN
A0A0A7C3N5	A0A0A7C3N5_HUMAN
A0A0A7C3W1	A0A0A7C3W1_HUMAN
A0A0A7C3X0	A0A0A7C3X0_HUMAN
A0A0A7C3X7	A0A0A7C3X7_HUMAN
A0A0A7C3Y3	A0A0A7C3Y3_HUMAN
A0A0A7C3Z0	A0A0A7C3Z0_HUMAN
A0A0A7C3Z8	A0A0A7C3Z8_HUMAN
A0A0A7C404	A0A0A7C404_HUMAN
A0A0A7C412	A0A0A7C412_HUMAN
A0A0A7C418	A0A0A7C418_HUMAN
A0A0A7C426	A0A0A7C426_HUMAN
A0A0A7C431	A0A0A7C431_HUMAN
A0A0A7C439	A0A0A7C439_HUMAN
A0A0A7C446	A0A0A7C446_HUMAN
A0A0A7C452	A0A0A7C452_HUMAN
A0A0A7C460	A0A0A7C460_HUMAN
A0A0A7C468	A0A0A7C468_HUMAN
A0A0A7C474	A0A0A7C474_HUMAN
A0A0A7C480	A0A0A7C480_HUMAN
A0A0A7C487	A0A0A7C487_HUMAN
A0A0A7C493	A0A0A7C493_HUMAN
A0A0A7C4B0	A0A0A7C4B0_HUMAN
A0A0A7C4I2	A0A0A7C4I2_HUMAN
A0A0A7C4I7	A0A0A7C4I7_HUMAN
A0A0A7C4J4	A0A0A7C4J4_HUMAN
A0A0A7C4K0	A0A0A7C4K0_HUMAN
A0A0A7C4K6	A0A0A7C4K6_HUMAN
A0A0A7C4L3	A0A0A7C4L3_HUMAN
A0A0A7C4L9	A0A0A7C4L9_HUMAN
A0A0A7C4M5	A0A0A7C4M5_HUMAN
A0A0A7C4N2	A0A0A7C4N2_HUMAN
A0A0A7C4N7	A0A0A7C4N7_HUMAN
A0A0A7C4P3	A0A0A7C4P3_HUMAN
A0A0A7C4Q0	A0A0A7C4Q0_HUMAN
A0A0A7C4Q6	A0A0A7C4Q6_HUMAN
A0A0A7C4R2	A0A0A7C4R2_HUMAN
A0A0A7C4R8	A0A0A7C4R8_HUMAN
A0A0A7C4S3	A0A0A7C4S3_HUMAN
A0A0A7C4T1	A0A0A7C4T1_HUMAN
A0A0A7C4T7	A0A0A7C4T7_HUMAN
A0A0A7C4U3	A0A0A7C4U3_HUMAN
A0A0A7C4W1	A0A0A7C4W1_HUMAN
A0A0A7C4W9	A0A0A7C4W9_HUMAN
A0A0A7C4X5	A0A0A7C4X5_HUMAN
A0A0A7C4Y0	A0A0A7C4Y0_HUMAN
A0A0A7C4Y7	A0A0A7C4Y7_HUMAN
A0A0A7C4Z1	A0A0A7C4Z1_HUMAN
A0A0A7C4Z8	A0A0A7C4Z8_HUMAN
A0A0A7C506	A0A0A7C506_HUMAN
A0A0A7C513	A0A0A7C513_HUMAN
A0A0A7C521	A0A0A7C521_HUMAN
A0A0A7C528	A0A0A7C528_HUMAN
A0A0A7C538	A0A0A7C538_HUMAN
A0A0A7C547	A0A0A7C547_HUMAN
A0A0A7C555	A0A0A7C555_HUMAN
A0A0A7C564	A0A0A7C564_HUMAN
A0A0A7C572	A0A0A7C572_HUMAN
A0A0A7C581	A0A0A7C581_HUMAN
A0A0A7C589	A0A0A7C589_HUMAN
A0A0A7C597	A0A0A7C597_HUMAN
A0A0A7C5A5	A0A0A7C5A5_HUMAN
A0A0A7C5B2	A0A0A7C5B2_HUMAN
A0A0A7C5D1	A0A0A7C5D1_HUMAN
A0A0A7C9G2	A0A0A7C9G2_HUMAN
A0A0A7C9G7	A0A0A7C9G7_HUMAN
A0A0A7C9H1	A0A0A7C9H1_HUMAN
A0A0A7C9H6	A0A0A7C9H6_HUMAN
A0A0A7C9H9	A0A0A7C9H9_HUMAN
A0A0A7C9I3	A0A0A7C9I3_HUMAN
A0A0A7C9I8	A0A0A7C9I8_HUMAN
A0A0A7C9J2	A0A0A7C9J2_HUMAN
A0A0A7C9J6	A0A0A7C9J6_HUMAN
A0A0A7C9L9	A0A0A7C9L9_HUMAN
A0A0A7C9M3	A0A0A7C9M3_HUMAN
A0A0A7C9M6	A0A0A7C9M6_HUMAN
A0A0A7C9N1	A0A0A7C9N1_HUMAN
A0A0A7C9N5	A0A0A7C9N5_HUMAN
A0A0A7C9N9	A0A0A7C9N9_HUMAN
A0A0A7C9P2	A0A0A7C9P2_HUMAN
A0A0A7C9P5	A0A0A7C9P5_HUMAN
A0A0A7C9P8	A0A0A7C9P8_HUMAN
A0A0A7CA35	A0A0A7CA35_HUMAN
A0A0A7CA37	A0A0A7CA37_HUMAN
A0A0A7CA40	A0A0A7CA40_HUMAN
A0A0A7CA42	A0A0A7CA42_HUMAN
A0A0A7CA45	A0A0A7CA45_HUMAN
A0A0A7CA47	A0A0A7CA47_HUMAN
A0A0A7CA51	A0A0A7CA51_HUMAN
A0A0A7CA54	A0A0A7CA54_HUMAN
A0A0A7CA57	A0A0A7CA57_HUMAN
A0A0A7CAK2	A0A0A7CAK2_HUMAN
A0A0A7CAK6	A0A0A7CAK6_HUMAN
A0A0A7CAL0	A0A0A7CAL0_HUMAN
A0A0A7CAL4	A0A0A7CAL4_HUMAN
A0A0A7CAL7	A0A0A7CAL7_HUMAN
A0A0A7CAM1	A0A0A7CAM1_HUMAN
A0A0A7CAM6	A0A0A7CAM6_HUMAN
A0A0A7CAN0	A0A0A7CAN0_HUMAN
A0A0A7CAN4	A0A0A7CAN4_HUMAN
A0A0A7CAY4	A0A0A7CAY4_HUMAN
A0A0A7CAY6	A0A0A7CAY6_HUMAN
A0A0A7CAY7	A0A0A7CAY7_HUMAN
A0A0A7CAY8	A0A0A7CAY8_HUMAN
A0A0A7CAZ0	A0A0A7CAZ0_HUMAN
A0A0A7CAZ3	A0A0A7CAZ3_HUMAN
A0A0A7CAZ5	A0A0A7CAZ5_HUMAN
A0A0A7CAZ6	A0A0A7CAZ6_HUMAN
A0A0A7CAZ9	A0A0A7CAZ9_HUMAN
A0A0A7EC03	A0A0A7EC03_HUMAN
A0A0A7NZX2	A0A0A7NZX2_HUMAN
A0A0A7UWX2	A0A0A7UWX2_HUMAN
A0A0A7UX14	A0A0A7UX14_HUMAN
A0A0A7UXE0	A0A0A7UXE0_HUMAN
A0A0A7UZB8	A0A0A7UZB8_HUMAN
A0A0A7UZC1	A0A0A7UZC1_HUMAN
A0A0A7V3J0	A0A0A7V3J0_HUMAN
A0A0A8LC21	A0A0A8LC21_HUMAN
A0A0A8LC27	A0A0A8LC27_HUMAN
A0A0A8LC32	A0A0A8LC32_HUMAN
A0A0A8LC38	A0A0A8LC38_HUMAN
A0A0A8LC43	A0A0A8LC43_HUMAN
A0A0A8LC52	A0A0A8LC52_HUMAN
A0A0A8LCJ4	A0A0A8LCJ4_HUMAN
A0A0A8LCK0	A0A0A8LCK0_HUMAN
A0A0A8LCK8	A0A0A8LCK8_HUMAN
A0A0A8LCL4	A0A0A8LCL4_HUMAN
A0A0A8LCM2	A0A0A8LCM2_HUMAN
A0A0A8LCM8	A0A0A8LCM8_HUMAN
A0A0A8LDV5	A0A0A8LDV5_HUMAN
A0A0A8LDV8	A0A0A8LDV8_HUMAN
A0A0A8LDW1	A0A0A8LDW1_HUMAN
A0A0A8LDW4	A0A0A8LDW4_HUMAN
A0A0A8LDW7	A0A0A8LDW7_HUMAN
A0A0A8LDX0	A0A0A8LDX0_HUMAN
A0A0A8LDX3	A0A0A8LDX3_HUMAN
A0A0A8LDY6	A0A0A8LDY6_HUMAN
A0A0A8LDZ0	A0A0A8LDZ0_HUMAN
A0A0A8LDZ3	A0A0A8LDZ3_HUMAN
A0A0A8LDZ6	A0A0A8LDZ6_HUMAN
A0A0A8LDZ9	A0A0A8LDZ9_HUMAN
A0A0A8LE01	A0A0A8LE01_HUMAN
A0A0A8LE04	A0A0A8LE04_HUMAN
A0A0A8LE16	A0A0A8LE16_HUMAN
A0A0A8LE18	A0A0A8LE18_HUMAN
A0A0A8LE20	A0A0A8LE20_HUMAN
A0A0A8LE23	A0A0A8LE23_HUMAN
A0A0A8LE25	A0A0A8LE25_HUMAN
A0A0A8LE32	A0A0A8LE32_HUMAN
A0A0A8LEE9	A0A0A8LEE9_HUMAN
A0A0A8LFF3	A0A0A8LFF3_HUMAN
A0A0A8R917	A0A0A8R917_HUMAN
A0A0A8R956	A0A0A8R956_HUMAN
A0A0B5JAF5	A0A0B5JAF5_HUMAN
A0A0C7KKH0	A0A0C7KKH0_HUMAN
A0A0D6E1J6	A0A0D6E1J6_HUMAN
A0A0E3DCE8	A0A0E3DCE8_HUMAN
A0A0E3DCF0	A0A0E3DCF0_HUMAN
A0A0E3DCF2	A0A0E3DCF2_HUMAN
A0A0E3DCF4	A0A0E3DCF4_HUMAN
A0A0E3DCG4	A0A0E3DCG4_HUMAN
A0A0E3DCG7	A0A0E3DCG7_HUMAN
A0A0E3DCG9	A0A0E3DCG9_HUMAN
A0A0E3DCH0	A0A0E3DCH0_HUMAN
A0A0E3DCH2	A0A0E3DCH2_HUMAN
A0A0E3DCH4	A0A0E3DCH4_HUMAN
A0A0E3DCH6	A0A0E3DCH6_HUMAN
A0A0E3DCH9	A0A0E3DCH9_HUMAN
A0A0E3DCI2	A0A0E3DCI2_HUMAN
A0A0E3DCI4	A0A0E3DCI4_HUMAN
A0A0E3DCI6	A0A0E3DCI6_HUMAN
A0A0E3DCI8	A0A0E3DCI8_HUMAN
A0A0E3DCJ0	A0A0E3DCJ0_HUMAN
A0A0E3DCJ2	A0A0E3DCJ2_HUMAN
A0A0E3DCJ4	A0A0E3DCJ4_HUMAN
A0A0E3DCK0	A0A0E3DCK0_HUMAN
A0A0E3DCK2	A0A0E3DCK2_HUMAN
A0A0E3DCK5	A0A0E3DCK5_HUMAN
A0A0E3DCK6	A0A0E3DCK6_HUMAN
A0A0E3DCL0	A0A0E3DCL0_HUMAN
A0A0E3DCM5	A0A0E3DCM5_HUMAN
A0A0E3DCN2	A0A0E3DCN2_HUMAN
A0A0E3DCN4	A0A0E3DCN4_HUMAN
A0A0E3DCN6	A0A0E3DCN6_HUMAN
A0A0E3DCN9	A0A0E3DCN9_HUMAN
A0A0E3DCP3	A0A0E3DCP3_HUMAN
A0A0E3DCP7	A0A0E3DCP7_HUMAN
A0A0E3DCQ0	A0A0E3DCQ0_HUMAN
A0A0E3DCQ3	A0A0E3DCQ3_HUMAN
A0A0E3DCQ6	A0A0E3DCQ6_HUMAN
A0A0E3DCQ9	A0A0E3DCQ9_HUMAN
A0A0E3DCR2	A0A0E3DCR2_HUMAN
A0A0E3DCR5	A0A0E3DCR5_HUMAN
A0A0E3DCR6	A0A0E3DCR6_HUMAN
A0A0E3DCR8	A0A0E3DCR8_HUMAN
A0A0E3DD57	A0A0E3DD57_HUMAN
A0A0E3DD60	A0A0E3DD60_HUMAN
A0A0E3DD63	A0A0E3DD63_HUMAN
A0A0E3DD66	A0A0E3DD66_HUMAN
A0A0E3DD83	A0A0E3DD83_HUMAN
A0A0E3DD88	A0A0E3DD88_HUMAN
A0A0E3DD90	A0A0E3DD90_HUMAN
A0A0E3DD93	A0A0E3DD93_HUMAN
A0A0E3DD96	A0A0E3DD96_HUMAN
A0A0E3DD99	A0A0E3DD99_HUMAN
A0A0E3DDA1	A0A0E3DDA1_HUMAN
A0A0E3DDA3	A0A0E3DDA3_HUMAN
A0A0E3DDA6	A0A0E3DDA6_HUMAN
A0A0E3DDA9	A0A0E3DDA9_HUMAN
A0A0E3DDB4	A0A0E3DDB4_HUMAN
A0A0E3DDB7	A0A0E3DDB7_HUMAN
A0A0E3DDC0	A0A0E3DDC0_HUMAN
A0A0E3DDC3	A0A0E3DDC3_HUMAN
A0A0E3DDC6	A0A0E3DDC6_HUMAN
A0A0E3DDP3	A0A0E3DDP3_HUMAN
A0A0E3DDP5	A0A0E3DDP5_HUMAN
A0A0E3DDP7	A0A0E3DDP7_HUMAN
A0A0E3DDP8	A0A0E3DDP8_HUMAN
A0A0E3DDQ6	A0A0E3DDQ6_HUMAN
A0A0E3DDQ9	A0A0E3DDQ9_HUMAN
A0A0E3DDR1	A0A0E3DDR1_HUMAN
A0A0E3DDR2	A0A0E3DDR2_HUMAN
A0A0E3DDR3	A0A0E3DDR3_HUMAN
A0A0E3DDR4	A0A0E3DDR4_HUMAN
A0A0E3DDR5	A0A0E3DDR5_HUMAN
A0A0E3DDR6	A0A0E3DDR6_HUMAN
A0A0E3DDR7	A0A0E3DDR7_HUMAN
A0A0E3DDR8	A0A0E3DDR8_HUMAN
A0A0E3DDR9	A0A0E3DDR9_HUMAN
A0A0E3DDS0	A0A0E3DDS0_HUMAN
A0A0E3DDS1	A0A0E3DDS1_HUMAN
A0A0E3DDS2	A0A0E3DDS2_HUMAN
A0A0E3DDS3	A0A0E3DDS3_HUMAN
A0A0E3DDS4	A0A0E3DDS4_HUMAN
A0A0E3DDS5	A0A0E3DDS5_HUMAN
A0A0E3DDS6	A0A0E3DDS6_HUMAN
A0A0E3DDS7	A0A0E3DDS7_HUMAN
A0A0E3DDS8	A0A0E3DDS8_HUMAN
A0A0E3DDS9	A0A0E3DDS9_HUMAN
A0A0E3DDT0	A0A0E3DDT0_HUMAN
A0A0E3DDT2	A0A0E3DDT2_HUMAN
A0A0E3DDT4	A0A0E3DDT4_HUMAN
A0A0E3DDT6	A0A0E3DDT6_HUMAN
A0A0E3DDT8	A0A0E3DDT8_HUMAN
A0A0E3DDT9	A0A0E3DDT9_HUMAN
A0A0E3DDU1	A0A0E3DDU1_HUMAN
A0A0E3DDU3	A0A0E3DDU3_HUMAN
A0A0E3DDU5	A0A0E3DDU5_HUMAN
A0A0E3DDU7	A0A0E3DDU7_HUMAN
A0A0E3DDV0	A0A0E3DDV0_HUMAN
A0A0E3DDV2	A0A0E3DDV2_HUMAN
A0A0E3DDV4	A0A0E3DDV4_HUMAN
A0A0E3DDV5	A0A0E3DDV5_HUMAN
A0A0F7IQ07	A0A0F7IQ07_HUMAN
A0A0F7VJG9	A0A0F7VJG9_HUMAN
A0A0F7VK83	A0A0F7VK83_HUMAN
A0A0F7VKI0	A0A0F7VKI0_HUMAN
A0A0F7W023	A0A0F7W023_HUMAN
A0A0F7W070	A0A0F7W070_HUMAN
A0A0F7W6I7	A0A0F7W6I7_HUMAN
A0A0G2R118	A0A0G2R118_HUMAN
A0A0G2R120	A0A0G2R120_HUMAN
A0A0G2R121	A0A0G2R121_HUMAN
A0A0G2R123	A0A0G2R123_HUMAN
A0A0G2R124	A0A0G2R124_HUMAN
A0A0G2R127	A0A0G2R127_HUMAN
A0A0G2R131	A0A0G2R131_HUMAN
A0A0G2R172	A0A0G2R172_HUMAN
A0A0G2R177	A0A0G2R177_HUMAN
A0A0G2R182	A0A0G2R182_HUMAN
A0A0G2R187	A0A0G2R187_HUMAN
A0A0G2R1H8	A0A0G2R1H8_HUMAN
A0A0G2R1I0	A0A0G2R1I0_HUMAN
A0A0G2R1I3	A0A0G2R1I3_HUMAN
A0A0G2R1S7	A0A0G2R1S7_HUMAN
A0A0G2R1S9	A0A0G2R1S9_HUMAN
A0A0G2R1T0	A0A0G2R1T0_HUMAN
A0A0G4KBX0	A0A0G4KBX0_HUMAN
A0A0G4KC17	A0A0G4KC17_HUMAN
A0A0G4KC23	A0A0G4KC23_HUMAN
A0A0G4PYK8	A0A0G4PYK8_HUMAN
A0A0H5FTI8	A0A0H5FTI8_HUMAN
A0A0K0KRD4	A0A0K0KRD4_HUMAN
A0A0K0KRD7	A0A0K0KRD7_HUMAN
A0A0K0KRD8	A0A0K0KRD8_HUMAN
A0A0K0KRE1	A0A0K0KRE1_HUMAN
A0A0K0KRE2	A0A0K0KRE2_HUMAN
A0A0K0KRE3	A0A0K0KRE3_HUMAN
A0A0K0KRE4	A0A0K0KRE4_HUMAN
A0A0K0KRE7	A0A0K0KRE7_HUMAN
A0A0K0KRE8	A0A0K0KRE8_HUMAN
A0A0K0KRF1	A0A0K0KRF1_HUMAN
A0A0K0KRF2	A0A0K0KRF2_HUMAN
A0A0K0KRF5	A0A0K0KRF5_HUMAN
A0A0K0KRF6	A0A0K0KRF6_HUMAN
A0A0K0KRF7	A0A0K0KRF7_HUMAN
A0A0K0KRG0	A0A0K0KRG0_HUMAN
A0A0K0KRG1	A0A0K0KRG1_HUMAN
A0A0K0KRG2	A0A0K0KRG2_HUMAN
A0A0K0KRG5	A0A0K0KRG5_HUMAN
A0A0K0KRG6	A0A0K0KRG6_HUMAN
A0A0K0KRG9	A0A0K0KRG9_HUMAN
A0A0K0KRN5	A0A0K0KRN5_HUMAN
A0A0K0KRN9	A0A0K0KRN9_HUMAN
A0A0K0KRP2	A0A0K0KRP2_HUMAN
A0A0K0KRP7	A0A0K0KRP7_HUMAN
A0A0K0KRQ1	A0A0K0KRQ1_HUMAN
A0A0K0KRQ6	A0A0K0KRQ6_HUMAN
A0A0K0KRR1	A0A0K0KRR1_HUMAN
A0A0K0KRR4	A0A0K0KRR4_HUMAN
A0A0K0KRR9	A0A0K0KRR9_HUMAN
A0A0K0KRS0	A0A0K0KRS0_HUMAN
A0A0K0KRS3	A0A0K0KRS3_HUMAN
A0A0K0KRS4	A0A0K0KRS4_HUMAN
A0A0K0KRS9	A0A0K0KRS9_HUMAN
A0A0K0KRT2	A0A0K0KRT2_HUMAN
A0A0K0KRT7	A0A0K0KRT7_HUMAN
A0A0K0KRU2	A0A0K0KRU2_HUMAN
A0A0K0KRU6	A0A0K0KRU6_HUMAN
A0A0K0KRV0	A0A0K0KRV0_HUMAN
A0A0K0KRV7	A0A0K0KRV7_HUMAN
A0A0K0KRW1	A0A0K0KRW1_HUMAN
A0A0K0KSF3	A0A0K0KSF3_HUMAN
A0A0K0KSF8	A0A0K0KSF8_HUMAN
A0A0K0KSG2	A0A0K0KSG2_HUMAN
A0A0K0KSG5	A0A0K0KSG5_HUMAN
A0A0K0KSG9	A0A0K0KSG9_HUMAN
A0A0K0KSH4	A0A0K0KSH4_HUMAN
A0A0K0KSH7	A0A0K0KSH7_HUMAN
A0A0K0KSI0	A0A0K0KSI0_HUMAN
A0A0K0KSI2	A0A0K0KSI2_HUMAN
A0A0K0KSI4	A0A0K0KSI4_HUMAN
A0A0K0PYY5	A0A0K0PYY5_HUMAN
A0A0K2GUL9	A0A0K2GUL9_HUMAN
A0A0K2GUX6	A0A0K2GUX6_HUMAN
A0A0K3ASI1	A0A0K3ASI1_HUMAN
A0A0K3AYW4	A0A0K3AYW4_HUMAN
A0A0M3LB28	A0A0M3LB28_HUMAN
A0A0M3LB35	A0A0M3LB35_HUMAN
A0A0M3LB41	A0A0M3LB41_HUMAN
A0A0M3LB43	A0A0M3LB43_HUMAN
A0A0M3LB54	A0A0M3LB54_HUMAN
A0A0M3LB62	A0A0M3LB62_HUMAN
A0A0M3LB92	A0A0M3LB92_HUMAN
A0A0M3LBA1	A0A0M3LBA1_HUMAN
A0A0M3LBB3	A0A0M3LBB3_HUMAN
A0A0M3LBC3	A0A0M3LBC3_HUMAN
A0A0M3LBE5	A0A0M3LBE5_HUMAN
A0A0M3LBF4	A0A0M3LBF4_HUMAN
A0A0M3LBG5	A0A0M3LBG5_HUMAN
A0A0M3LBH9	A0A0M3LBH9_HUMAN
A0A0M3LBJ1	A0A0M3LBJ1_HUMAN
A0A0M3LBK3	A0A0M3LBK3_HUMAN
A0A0M3LBL5	A0A0M3LBL5_HUMAN
A0A0M3LBN0	A0A0M3LBN0_HUMAN
A0A0M3LCK6	A0A0M3LCK6_HUMAN
A0A0M3LCM5	A0A0M3LCM5_HUMAN
A0A0M3LCP1	A0A0M3LCP1_HUMAN
A0A0M3LCZ3	A0A0M3LCZ3_HUMAN
A0A0M3LD09	A0A0M3LD09_HUMAN
A0A0M3LD84	A0A0M3LD84_HUMAN
A0A0M3LD95	A0A0M3LD95_HUMAN
A0A0M4KNQ4	A0A0M4KNQ4_HUMAN
A0A0N6W7L2	A0A0N6W7L2_HUMAN
A0A0N6W7L3	A0A0N6W7L3_HUMAN
A0A0N6W7L4	A0A0N6W7L4_HUMAN
A0A0N6W7L5	A0A0N6W7L5_HUMAN
A0A0N6W7L6	A0A0N6W7L6_HUMAN
A0A0N6W7L7	A0A0N6W7L7_HUMAN
A0A0N6W7L8	A0A0N6W7L8_HUMAN
A0A0N6W7L9	A0A0N6W7L9_HUMAN
A0A0N7A4K7	A0A0N7A4K7_HUMAN
A0A0N7A4L1	A0A0N7A4L1_HUMAN
A0A0N7A4L2	A0A0N7A4L2_HUMAN
A0A0N7A4L5	A0A0N7A4L5_HUMAN
A0A0N7A4L6	A0A0N7A4L6_HUMAN
A0A0N7A4L8	A0A0N7A4L8_HUMAN
A0A0N7A4M0	A0A0N7A4M0_HUMAN
A0A0N7A4M2	A0A0N7A4M2_HUMAN
A0A0N7A4M3	A0A0N7A4M3_HUMAN
A0A0N7A4M4	A0A0N7A4M4_HUMAN
A0A0N7A4M7	A0A0N7A4M7_HUMAN
A0A0N7A4M9	A0A0N7A4M9_HUMAN
A0A0N7A4N0	A0A0N7A4N0_HUMAN
A0A0N7A4N2	A0A0N7A4N2_HUMAN
A0A0N7A4N3	A0A0N7A4N3_HUMAN
A0A0N7A4N6	A0A0N7A4N6_HUMAN
A0A0N7A4N7	A0A0N7A4N7_HUMAN
A0A0N7A4N9	A0A0N7A4N9_HUMAN
A0A0N7A4P0	A0A0N7A4P0_HUMAN
A0A0N7A4P3	A0A0N7A4P3_HUMAN
A0A0N7A4P5	A0A0N7A4P5_HUMAN
A0A0N7A4P6	A0A0N7A4P6_HUMAN
A0A0N7A4P8	A0A0N7A4P8_HUMAN
A0A0N7A4Q0	A0A0N7A4Q0_HUMAN
A0A0N7A4Q2	A0A0N7A4Q2_HUMAN
A0A0N7A4Q3	A0A0N7A4Q3_HUMAN
A0A0N7A4Q5	A0A0N7A4Q5_HUMAN
A0A0N7A4Q7	A0A0N7A4Q7_HUMAN
A0A0N7A4Q9	A0A0N7A4Q9_HUMAN
A0A0N7A4R1	A0A0N7A4R1_HUMAN
A0A0N7A4R3	A0A0N7A4R3_HUMAN
