interaction_id	a_alias	b_alias	a_id	b_id
808354	B4E3T4	Q9BRK4	468848	3340206
808794	P49662	Q9P031	2018169	3477401
808826	P06493	P24863	857930	2119668
809067	complex:FDq9cHbr0hloAjkYaemBilPeC3U	O95786	809067	3176249
809067	complex:FDq9cHbr0hloAjkYaemBilPeC3U	O94817	809067	4461253
809067	complex:FDq9cHbr0hloAjkYaemBilPeC3U	A9UGY9	809067	5071100
809502	P06493	Q24152	857930	1013226
809765	P23727	P06213	3025655	9769294
809894	O60488	B2ZZ90	634957	3498834
810039	Q13162	P54274-2	620717	5406538
810252	P49674	Q9Y6Q9-5	1795737	2296393
810604	complex:fGmDMZRcD+BqJuzLsZon8hgtmPA	P55268	810604	2964386
810604	complex:fGmDMZRcD+BqJuzLsZon8hgtmPA	O15230	810604	3928213
810604	complex:fGmDMZRcD+BqJuzLsZon8hgtmPA	Q13753	810604	4860048
810827	P13569	P31689	2450911	5008875
811870	Q96DB5	F1D8N6	1690615	4355071
812561	complex:FkCFwQT1wS55I/26VprA3Sl9o7U	P15036	812561	3043915
812561	complex:FkCFwQT1wS55I/26VprA3Sl9o7U	P01100	812561	3805630
812561	complex:FkCFwQT1wS55I/26VprA3Sl9o7U	P05412	812561	5155720
812619	P09211	P16871	2633152	2659032
813187	P29466	P42574	1923050	3329408
813325	Q93062	Q67296	468848	3543305
813422	P13569	Q9HBW0	2450911	4958593
813478	P29466-4	P51572	1923050	2980254
813637	P60709	Q9NYV6	2255804	4017405
814155	P16871	P26038	2659032	4949991
814430	B4E3T4	Q15645-2	468848	2204433
814554	P48039	P29992	671720	4166168
815323	P49662	Q9Y241	2018169	4849835
815440	P18847-4	XP_005255181	548010	4774660
815465	P16220	Q13535	2768047	5280551
815511	P60709	P78371	2255804	5026447
815589	P06756	Q13443	487554	1388712
816537	Q93062	P0CK47	468848	5413737
816544	Q6NZ36	Q8ZDJ2	5296372	5425132
816672	P52945	P16220-2	1348594	2768047
817421	B4E3T4	Q15345	468848	588637
817653	Q12874	P01100	1920968	3805630
817940	Q86X55	P16220-3	322700	2768047
817964	Q13177	Q15052	1248292	2322933
818005	Q9H2U1-2	O94817	1469675	4461253
818091	Q13177	P42574	1248292	3329408
818537	Q13464	P35568	326265	3143545
819045	Q01105	P60709	1365685	2255804
819163	P18847	P17544-6	548010	3006313
819214	Q9UKV5	P13569	1501213	2450911
819646	XP_005259611	rogid:v8Wjk8fj2frj4ixGw7xXdjEiR1E9606	9769294	9975049
819729	Q9UBP9	P05556	1518845	1979966
820575	XP_005246813	Q8NAK2	87176	2650494
820650	O95210	Q9H0R8	3185636	4805603
820661	O60488	B2RDF2	634957	3254823
821258	Q92844	B4DJ51	1180601	4264365
821693	P14780	P08123	221385	4584046
822044	F1D8N6	Q9UJX2	4355071	4428892
822118	B2R4S9	O94817	169746	4461253
822214	Q9UQC1	Q92844	600328	1180601
822412	Q9Y6Q9-5	P01100	2296393	3805630
822416	Q8WVT3	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	563630	822416
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	Q9BTE3	822416	874677
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	O60568	822416	1631455
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	Q7Z6L1	822416	4321288
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	O94817	822416	4461253
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	Q9NT62	822416	5038670
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	A9UGY9	822416	5071100
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	Q7Z392	822416	5140146
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	P39060	822416	5302676
822416	complex:g3uS1wdC8npdNZ/f+4sVAS6h9HU	Q9Y2L5	822416	14008073
822445	P08575	P06213	3093536	9769294
822616	P16871	P06733	2659032	3896458
822851	P08575	P48357	3093536	4560900
822879	P52907	P16871	921855	2659032
823424	P14780	P07996	221385	4741479
823495	Q8TAB5	Q8N6Y0	1147980	4615669
823501	Q93062	NP_002627	468848	875318
823842	P24855	P60709	1042517	2255804
824061	P01100	P06400	3805630	4863907
824603	P01834	Q81LC5	3114885	5328173
825502	P06493-2	P18074-2	857930	5283198
825563	P29466-4	rogid:rMFU7lqCAoeDdIfc6FB3iOlVXzY562	1923050	9982278
825613	P05062	P36543-3	1233868	4261128
826497	P01100	P35269	3805630	4366513
826691	Q13427	P01100	2094162	3805630
826692	Q13177	P27797	1248292	1947840
827564	P10586-2	XP_005259611	2570936	9769294
827843	P60709	P60709	2255804	2255804
827963	P34932	complex:gHfvkuGxhRs5Auisfel15pD4rGw	547668	827963
827963	Q15233	complex:gHfvkuGxhRs5Auisfel15pD4rGw	649743	827963
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	P06748	827963	2229096
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	P60709	827963	2255804
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	P35580	827963	2441196
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	Q04724	827963	3082885
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	P19338	827963	3509741
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	P09874	827963	4501358
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	Q92878	827963	5118809
827963	complex:gHfvkuGxhRs5Auisfel15pD4rGw	Q02880	827963	5408864
828855	Q13443	P12830	1388712	4698162
829358	P01100	Q16520	3805630	3961535
829636	P29466-5	P29466-5	1923050	1923050
829754	P51684	P78556	2648772	5227249
829857	O00167	Q92973	2146559	3168228
830064	Q8WZA2	P62070	1483750	4770079
830156	Q549N0	P16871	2299979	2659032
830256	Q86X55	complex:glORCfd47afV1zuV7xpInH3bwTc	322700	830256
830256	Q8TAQ2	complex:glORCfd47afV1zuV7xpInH3bwTc	662837	830256
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	O14497	830256	1340317
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	Q12824	830256	2067078
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	P60709	830256	2255804
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	Q96KG9	830256	3703996
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	Q92922	830256	4434473
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	Q969G3	830256	4683502
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	A7E2E1	830256	5253180
830256	complex:glORCfd47afV1zuV7xpInH3bwTc	Q96GM5	830256	9650725
830562	Q92769	P16220-3	2662282	2768047
831278	NP_066289	O15205	2068280	5083094
831295	Q969Q0	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	41156	831295
831295	P62280	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	195893	831295
831295	P11142	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	201818	831295
831295	B2R491	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	412253	831295
831295	P60866	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	736197	831295
831295	Q9NPD3	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	750330	831295
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	O75376	831295	899063
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P05089	831295	1185218
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9NPJ6	831295	1213475
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P82914	831295	1314676
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q96HR3	831295	1626462
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P60709	831295	2255804
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9Y6Q9	831295	2296393
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	O15440	831295	2378332
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q7Z2W4	831295	2397411
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q96DU9	831295	2398000
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	O15164	831295	2541362
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q5T2N8	831295	2588548
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	B2R4C5	831295	2636214
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q96EY7	831295	2674477
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P82673	831295	2833662
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q92665	831295	2861338
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P82932	831295	3071270
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9H293	831295	3091042
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q8NHW5	831295	3123353
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q15637	831295	3157263
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9NVC6	831295	3481359
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q92552	831295	3853562
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q13093	831295	4040115
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q15649	831295	4115902
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P82650	831295	4136524
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	G4XH65	831295	4157895
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9Y399	831295	4222451
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9Y2R5	831295	4343403
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q7LCB3	831295	4416305
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	O95793	831295	4452356
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9BVJ6	831295	4497269
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	Q9H1R3	831295	4519452
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P48552	831295	4563998
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P51398	831295	4916492
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P05388	831295	4930249
831295	complex:GNPBTru7xDYtg3o/CvAX0AkT6UA	P62269	831295	5060311
831423	P62070-2	P55196-2	4770079	4815127
831929	P16220	P42858	2768047	14006660
831972	Q8WUD4	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	259626	831972
831972	Q15554	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	475613	831972
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q8NAA4	831972	1041485
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q9Y371	831972	2278161
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q676U5	831972	3892577
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	O00469	831972	4065204
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q7Z6L1	831972	4321288
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	O94817	831972	4461253
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q8TB72	831972	4733224
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	Q9NT62	831972	5038670
831972	complex:gowWc53H+Gxb4oUmWcKLm72cE2g	A9UGY9	831972	5071100
832460	P35568	O60674	3143545	3976855
832514	P63167	P60709	1279185	2255804
832569	P49662-2	NM_032133	2018169	4217327
832643	P49662	Q14203	2018169	3553333
832890	O94817	Q96ED9	4461253	9441646
832917	Q9UBP9	Q15027	1518845	3518288
833296	P31994	P01857	2374240	5333995
833513	NP_001191189	P16220-3	532535	2768047
833709	Q93062	Q14687	468848	1545053
833738	B3KTM8	P60709	343518	2255804
833779	Q8TAB5	NP_002797	1147980	3686531
833917	Q9UKM9	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	447011	833917
833917	O14950	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	617501	833917
833917	Q9NZM5	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	667861	833917
833917	P06312	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	762778	833917
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P06493	833917	857930
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	O95363	833917	1202495
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P48736	833917	1315449
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q9NYL9	833917	1445402
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	O00442	833917	1746419
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q9ULV4	833917	1747835
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P35579	833917	1947668
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P35580	833917	2441196
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P60660	833917	2878257
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q15428	833917	3027079
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q8N5C6	833917	3105170
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P62487	833917	3107076
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P38159	833917	3348889
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q96KR1	833917	4411992
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q15424	833917	4968159
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	Q70EL2	833917	4986827
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P21333	833917	5272060
833917	complex:Gsn9UsgL1hlMTqbf2lbBuYjDv0k	P49750	833917	5433705
833955	B2CIS9	P49662-2	1682385	2018169
834179	P29466	Q8WX94	1923050	5258357
834267	O60488	P51665	634957	2229312
834464	P35568	O43639	3143545	4765909
834890	P60709	Q7L2J0	2255804	4524269
835404	NP_002829	P15813	3093536	3905377
835509	P40189	Q98823	190090	5230399
835538	Q16540	O94817	314149	4461253
835612	P25101-5	P29992	1738986	4166168
836212	Q9Y6Q9-5	Q16539-3	2296393	3378486
836872	P06213	rogid:BYF1rwsvAsvsjnPgfIYj9BTSwB432630	9769294	9978088
836959	Q14296-3	Q99750	1924267	4475099
837325	P51668	complex:GyZ7OV+mxKzV8jXFqM5f+xxZZg0	596393	837325
837325	complex:GyZ7OV+mxKzV8jXFqM5f+xxZZg0	Q13546	837325	3479525
837325	complex:GyZ7OV+mxKzV8jXFqM5f+xxZZg0	Q13489	837325	4170192
837326	P12429	Q96ID5	3366883	3879041
838165	O60488	P17858	634957	2918866
838640	P03956	P42830	1902383	3069609
838963	P09466	NP_002829	2826077	3093536
838997	P06493-2	P50570-2	857930	1193583
839027	P01857	P01857	5333995	5333995
839085	XP_005270032	P35568	856398	3143545
839091	P48556	F1D8N6	749598	4355071
839150	O60488	O60551	634957	1496267
839210	P16220	P63279	2768047	4600608
839442	P13569	Q9BUN8-2	2450911	2987838
839501	A6NN80	P20023	4734	4381848
839688	XP_005254796	P13569	1900675	2450911
840137	P01857	Q8D1J4	5333995	7722738
840176	P60709	P50402	2255804	2266085
840208	Q5JY77	P25025	2289770	4138380
840659	Q9H9Y6	P60709	1753929	2255804
840766	P01857	P04488	5333995	5416689
840867	Q92844	Q13077	1180601	1508903
842034	complex:HBs8P7n3bIicGdGjx+YrylzLZ50	Q676U5	842034	3892577
842034	complex:HBs8P7n3bIicGdGjx+YrylzLZ50	Q7Z6L1	842034	4321288
842034	complex:HBs8P7n3bIicGdGjx+YrylzLZ50	O94817	842034	4461253
842034	complex:HBs8P7n3bIicGdGjx+YrylzLZ50	A9UGY9	842034	5071100
842034	complex:HBs8P7n3bIicGdGjx+YrylzLZ50	P29401	842034	5133556
842208	P08575	Q99569	3093536	9378717
842325	O75030-10	P01100	238955	3805630
842372	Q8IWZ6	P05062	849235	1233868
842426	Q9UGM3	Q8IWL2	997260	4306279
842488	O75563	P06241	107873	2079075
842515	P27694	P60709	1613993	2255804
842818	Q8NC51	P01100	2951619	3805630
843325	P60709	P19174	2255804	3550890
843675	complex:heU8YKdv46sFlQb/2vtSKqk4yNQ	Q8C0J2	843675	2128906
843675	complex:heU8YKdv46sFlQb/2vtSKqk4yNQ	O94817	843675	4461253
843675	complex:heU8YKdv46sFlQb/2vtSKqk4yNQ	Q99J83	843675	4892936
843988	Q92973	P23527	3168228	4515936
844085	NP_002194	P03956	4021	1902383
845037	P60709	Q9NPF5	2255804	4374641
845166	P40189-2	Q8NI17-2	190090	651104
845629	complex:hiHyl3R4iPT3cZl1FJVQEj3M6mI	O95786	845629	3176249
845629	complex:hiHyl3R4iPT3cZl1FJVQEj3M6mI	M1P2Z0	845629	3280269
845629	complex:hiHyl3R4iPT3cZl1FJVQEj3M6mI	O94817	845629	4461253
845629	complex:hiHyl3R4iPT3cZl1FJVQEj3M6mI	A9UGY9	845629	5071100
845746	P60981-2	P60709	492457	2255804
845831	P16220-2	P25490	2768047	3404979
845876	Q02539	B7Z3D6	562215	857930
846059	B3KR54	Q93062	95769	468848
846382	Q92844	Q15046	1180601	5045181
846512	Q93062	Q96PU8-9	468848	765978
846569	Q14697	P08575	670149	3093536
846761	P0DJI9-2	P02647	4424502	5011796
846975	Q9Y6Q9	Q8ZIL5	2296393	5297183
847979	Q9Y6Q9	P18911	2296393	4228882
848656	Q92973	A3KPC7	3168228	3337630
848924	P01834	P01857	3114885	5333995
849469	P38507	P01857	4765638	5333995
849538	NP_002829	P07948-2	3093536	4083603
849987	P60842	Q53EL6	1655367	2731101
850058	Q92973	P43487	3168228	3452597
850359	O00268	P16220-3	2086336	2768047
850403	B2R6Q4	XP_005259611	958432	9769294
850465	P17275	P01100	3482397	3805630
851139	Q12967-2	P62070	776494	4770079
851233	P04637-8	P12429	1885413	3366883
851469	Q9Y6Q9-5	P22736-3	2296393	5059508
851587	Q8N122-2	P35568	1267099	3143545
851741	B7Z3D6	P38398-4	857930	4280011
851811	P05231	P12272	730638	4838906
852113	P35568	P62993-2	3143545	4056103
852277	P14625	P01100	2993521	3805630
852515	P16220	O08686	2768047	9519919
852628	P50453	P49662-2	1219293	2018169
852742	Q92973-2	A2RUM7	3168228	3924216
853521	Q9Y6Q9-5	Q9Y6Q9-5	2296393	2296393
853746	Q9UGM3-7	P35247	997260	5097775
854116	P06493-2	Q99640-2	857930	1683341
854363	Q15554-3	Q05682-3	475613	8972633
854485	P31151	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	153449	854485
854485	P55060	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	625038	854485
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q14974	854485	875557
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P25685	854485	876198
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P56470	854485	911050
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	O95373	854485	1026556
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	B3KNF6	854485	1325797
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P53618	854485	1695600
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P55072	854485	2271732
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q9H9S3	854485	2311896
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P13569	854485	2450911
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q9BWM7	854485	2708970
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q9UN37	854485	2763982
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	A8K5I0	854485	3202052
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P02545	854485	3429103
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q14517	854485	3861624
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q9NZB2	854485	3935425
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P04632	854485	4040199
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P22061	854485	4686706
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	O14980	854485	4692488
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P08238	854485	4732923
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	Q14669	854485	4790412
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P31689	854485	5008875
854485	complex:HYVcYDk++kLtq87diZ8VAHK6UO4	P14317	854485	16820919
854503	B7Z3D6	P24864	857930	2349500
854504	P18847	P17535	548010	3252387
854694	P04406	P16871	986959	2659032
854768	P31151	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	153449	854768
854768	P17931	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	606956	854768
854768	P55060	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	625038	854768
854768	A8K7B7	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	749723	854768
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q15370	854768	1105296
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q9Y6N5	854768	1238989
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	O95433	854768	2286490
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q86SZ7	854768	2324886
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P13569	854768	2450911
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P34931	854768	2768838
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q9UBA6	854768	2847846
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	E9KL35	854768	2961203
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P10809	854768	4121257
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	O95831	854768	4165786
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P54652	854768	4296376
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P11274	854768	4305807
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q8WUY1	854768	4506439
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	O14980	854768	4692488
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P08238	854768	4732923
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P0CG47	854768	4803389
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	O95219	854768	4958542
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q92734	854768	4979086
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q6UX72	854768	5214196
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	P48741	854768	5331734
854768	complex:HzguDLmhcNSnhDHyIl0e0dzNa4Y	Q92736	854768	9645245
855156	P40189	Q14626	190090	800244
855759	Q9UK17	Q6ICL3	1126461	3759932
856099	P29466-5	Q9NZH6-3	1923050	4734516
856133	Q93062	P03428	468848	1811042
856388	Q9Y6Q9-5	P15036	2296393	3043915
856428	P24522	P06493	487164	857930
856523	P06493	A0MNN5	857930	3838614
856626	P42232	XP_005259611	1212695	9769294
857289	P18847	Q9UDV6	548010	2644061
857580	P07858	Q13753	4181226	4860048
857918	Q14116	P29466-4	1795534	1923050
859283	Q16236	P29466	1736180	1923050
859485	P40189-2	P08631	190090	221523
859576	Q13177	P07355	1248292	2522401
859699	P16871	L7RXH5	2659032	3536546
860346	P55211-2	Q13489	2474442	4170192
860532	Q8IVP5	O76083	1764228	2386473
860889	P61289-2	Q9Y6Q9-5	687228	2296393
861042	P84022	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	506434	861042
861042	Q8TAQ2	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	662837	861042
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q15796	861042	1160340
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q9UPN9	861042	1527003
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q9Y6Q9	861042	2296393
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q13485	861042	3087482
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q92922	861042	4434473
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q92793	861042	4774660
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	A7E2E1	861042	5253180
861042	complex:iF3bYLOR0IMY7uDC5lKdrOLN0Ls	Q8NFD5	861042	5290795
861282	XP_005246267	A8K0V9	1180601	4967019
861285	P25025	P49407-2	4138380	4397910
861508	P06493	Q12778	857930	3348102
861566	P63096	O15539	491337	1920183
861681	NP_066289	O76081-3	2068280	5184439
861957	Q11203	P60709	2207359	2255804
862237	P01275	P48546	2972051	4745215
862345	O60313	F1D8N6	318877	4355071
862748	P25024	P80162	224479	5126605
863339	P84022-4	P01100	506434	3805630
863442	P01100	Q96KN3	3805630	4843012
863632	L7RRS6	P62070	321631	4770079
864161	Q9Y277	P49662	1753494	2018169
864750	Q9P253	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	131074	864750
864750	Q92622	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	184136	864750
864750	Q12769	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	258310	864750
864750	P33176	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	399772	864750
864750	Q14457	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	517184	864750
864750	P46736	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	574047	864750
864750	O60488	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	634957	864750
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q99570	864750	1406752
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q96AX1	864750	1622643
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q9NNW5	864750	2143607
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	O00273	864750	2640615
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q8WWZ3	864750	2740985
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	O15269	864750	2978803
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	P13807	864750	3712222
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q9H078	864750	3750560
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q00587	864750	3907496
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q66LE6	864750	3915161
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q8NEB9	864750	4021969
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	P46976	864750	4090135
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q9P2Y5	864750	4177872
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	B4DJ51	864750	4264365
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	Q96RG2	864750	4317462
864750	complex:IluK0CXsnoeIVcu+JbnFp+6jEq0	O75821	864750	5190372
