interaction_id	a_alias	b_alias	a_id	b_id
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	Q75T13	1233911	3080338
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P11021	1233911	3333598
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P06576	1233911	3396733
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	Q9UNY4	1233911	3817412
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P28799	1233911	4000348
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P25705	1233911	4120233
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P10809	1233911	4121257
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	O95248	1233911	4707448
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	P38646	1233911	4871405
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	Q5UIP0	1233911	4883227
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	O95714	1233911	9442999
1233911	complex:d4N4SDtNfECj7L6nBv89rz9Td78	B3KMS0	1233911	9650828
1233963	P18621	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	119888	1233963
1233963	Q8NFJ5	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	420460	1233963
1233963	P63096	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	491337	1233963
1233963	O95425	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	606258	1233963
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q9NYL9	1233963	1445402
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P14618	1233963	1538112
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P62879	1233963	1565762
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q86UN3	1233963	1613665
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q86WT6	1233963	1620922
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P09651	1233963	1700717
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P06241	1233963	2079075
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P15328	1233963	2114283
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q8IVT2	1233963	2228589
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	B2RBR3	1233963	2345587
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q5M775	1233963	2372337
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P05187	1233963	2610814
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q9UKS6	1233963	2796151
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q9HAV0	1233963	2831214
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q14126	1233963	2854798
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P04899	1233963	3047661
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q5ZEZ6	1233963	3061882
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P14384	1233963	3187231
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P54886	1233963	3233540
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P08754	1233963	3252138
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P38159	1233963	3348889
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q14254	1233963	3499180
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q9UBI6	1233963	3844577
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P09382	1233963	4072866
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P07948	1233963	4083603
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P63092	1233963	4391787
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P27105	1233963	4558713
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	O75955	1233963	4749107
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q9UNQ0	1233963	4767737
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P62070	1233963	4770079
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	O14974	1233963	4863038
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q0ZGT2	1233963	5086617
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	O60812	1233963	5116245
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q80X56	1233963	5197961
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	P62873	1233963	5228967
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	B2RA70	1233963	5827353
1233963	complex:d1Vq+oqBggy1BkknMuGV7QigGK0	Q00839	1233963	9650703
1234288	P32241	P06454-2	1528293	4010022
1234435	P08648	P21802-14	4765384	4935615
1235358	XP_005253508	P04040	1785064	2460995
1235698	Q9Y4E8-2	E7DVW4	2232959	5108932
1235840	Q9ULX9	Q9UQL6-3	2082462	9378084
1236044	P42224-2	rogid:Efvm1czb5RQ4Oemf8AFzWpHK1T09606	1004542	9991766
1236851	P37231-3	Q92993-4	2201336	2623348
1236921	D2KUA6	rogid:0wQ5icIRJNlDh3XRMFlK2F1Y3Js10116	2201336	9992746
1237389	Q99996	Q6P1W5	2444766	9769331
1238540	complex:+JSIWz3dDXaaa4/hN2azYXgqPp0	Q2T9J0	1238540	3198917
1238540	complex:+JSIWz3dDXaaa4/hN2azYXgqPp0	P22307	1238540	4608040
1238540	complex:+JSIWz3dDXaaa4/hN2azYXgqPp0	Q86WA8	1238540	4785564
1238540	complex:+JSIWz3dDXaaa4/hN2azYXgqPp0	Q15067	1238540	5287038
1240028	O75923-3	P04083	1596250	3719914
1241630	Q96S59	P37231-3	783937	2201336
1242353	Q99962	P01871	3008487	5334003
1242354	P22607-3	O76093	656326	1489832
1242382	XP_005246873	NP_001171634	1004542	9650663
1242579	O75962	P48059	1495892	2974113
1243148	P48059	P09022	2974113	26339180
1243260	P18847-4	XP_005246873	548010	1004542
1243793	P03968	complex:/SabaGpPl/EK0fwPiWaIMX0KDlU	106599	1243793
1243793	complex:/SabaGpPl/EK0fwPiWaIMX0KDlU	P21802	1243793	4935615
1243793	complex:/SabaGpPl/EK0fwPiWaIMX0KDlU	P03969	1243793	21797272
1243885	Q92520	O43889	2202082	5032510
1244185	P49841	Q15847	1562406	50722320
1244350	P42224-2	rogid:y+JuWHGeg549unvbrPzEOkxe63w9606	1004542	9977758
1245367	P07327	Q16836	1962660	9650663
1245399	P42224	complex:/oLQP1AFuJfRkeGNi9MmJGKey9k	1004542	1245399
1245399	complex:/oLQP1AFuJfRkeGNi9MmJGKey9k	P52630	1245399	4326412
1245399	complex:/oLQP1AFuJfRkeGNi9MmJGKey9k	Q77M19	1245399	37701501
1245683	XP_005246873	P17980	1004542	1379409
1245778	O60701-2	B0QZ35	1856589	2166278
1247686	rogid:pAobZxdAsfkZ3P+w98Ca9BsfzbA9606	Q03060-23	9995386	11792364
1249184	Q14145	P04040	489608	2460995
1249482	Q99816	Q99996-6	2256074	2444766
1249812	Q13370	Q5UE93	2067406	32628697
1249815	P35228	Q16186	4140270	4912811
1250701	P01871	Q5NGW2	5334003	44307061
1251179	A3F769	P35228	2547613	4140270
1252601	Q9NRC8	Q16658	3090489	4997501
1252779	P36871	Q04446	2673990	31684262
1253416	Q9UMN6	P04083	285429	3719914
1255047	P12931	O15117	863768	9378664
1255377	P62136-3	Q99996-6	2413104	2444766
1256419	P09237	P13608	4966191	34137745
1256748	P08758	Q9Y6N6	4535951	5826361
1258221	G4XH65	P49796	4157895	4842235
1259520	P15036	P61956-2	3043915	4691983
1259810	O95994	B2RBR3	1680760	2345587
1259888	O15530-4	P35568	315652	3143545
1260774	Q03060-17	YP_001129431	11792364	35430855
1260815	Q92905	P37231-3	2080390	2201336
1260973	Q15554-3	P08758	475613	4535951
1261697	Q9Y613	P37231-3	907592	2201336
1262535	P01033	Q99972	3497176	3556167
1263969	P10124	Q8NHQ1	1862523	3983067
1264228	P34932	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	547668	1264228
1264228	Q9BQE3	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	584891	1264228
1264228	O95757	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	741285	1264228
1264228	P42224	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	1004542	1264228
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P68104	1264228	1505377
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q92598	1264228	1945941
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P06748	1264228	2229096
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P34931	1264228	2768838
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q01167	1264228	3041864
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P85037	1264228	3206206
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P11021	1264228	3333598
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P06576	1264228	3396733
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P06454	1264228	4010022
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q9BQP7	1264228	4300726
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q8IZP2	1264228	4437382
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	A4D1U3	1264228	4628848
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	P22061	1264228	4686706
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q9Y4L1	1264228	4907500
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q9Y2S6	1264228	33531346
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q77M19	1264228	37701501
1264228	complex:3vOSuZr+wNUA3SoWKY1ouhRywv8	Q96BR5	1264228	46230658
1264850	P08729	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	122839	1264850
1264850	P48067	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	231963	1264850
1264850	O15530	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	315652	1264850
1264850	Q8IZC4	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	688294	1264850
1264850	Q6P1K1	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	873298	1264850
1264850	Q9H974	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	879334	1264850
1264850	P13647	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	1209069	1264850
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P15814	1264850	1271211
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	A5PL27	1264850	1272179
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P49327	1264850	1277921
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P35658	1264850	1470775
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	B2R526	1264850	1611125
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P49221	1264850	1726007
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02538	1264850	1874239
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q9UL42	1264850	2039906
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q14773	1264850	2531254
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02671	1264850	2714866
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02768	1264850	2726528
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q68CZ2	1264850	2729888
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P35368	1264850	2841623
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P05546	1264850	2871526
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P35527	1264850	2991142
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P01834	1264850	3114885
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q13219	1264850	3169673
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P08779	1264850	3227058
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q96T68	1264850	3417821
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q9H7N4	1264850	3526685
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P28039	1264850	3598585
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q9GZM6	1264850	3622431
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P10909	1264850	3723605
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P55289	1264850	3882510
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q8N355	1264850	3911917
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q2KHR2	1264850	3924941
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P04264	1264850	4182659
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P11362	1264850	4196970
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	E9KL36	1264850	4608361
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02647	1264850	5011796
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q6PD62	1264850	5173878
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P07288	1264850	5189549
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q8NEN0	1264850	5290992
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P69906	1264850	5327381
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P01764	1264850	5332444
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P01781	1264850	5332461
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P01857	1264850	5333995
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q8N2S1	1264850	5343764
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P01700	1264850	5343910
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02533	1264850	10013349
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P13645	1264850	11793429
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P15502	1264850	14006161
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P02751	1264850	14006253
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P0CG04	1264850	14006869
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	P35542	1264850	14007755
1264850	complex:42WXbai+pofH9/ZE5ycUxRm5Xxg	Q8WZ42	1264850	52025131
1265243	Q9Y6X2	Q03060	4331029	11792364
1265490	P11310	O41949	3859512	38788987
1266310	Q9NRC8	P04083	3090489	3719914
1266962	Q03060-23	NP_002728	11792364	16822233
1268762	Q05397	P01871	882993	5334003
1268944	P22307-6	Q15067-2	4608040	5287038
1268961	Q9GZU2	P48059	778951	2974113
1269339	P41743	E7DVW4	4487727	5108932
1269779	XP_005246873	Q14676	1004542	1904421
1270200	P08758	P54274-2	4535951	5406538
1270904	Q541A5	P01871	4177373	5334003
1271967	P04083	Q9Y600-3	3719914	36305942
1273073	P48059	P51784	2974113	3431532
1275116	P29992	Q5NI24	4166168	40828860
1275118	XP_005246873	Q15155	1004542	1631843
1275242	Q9ULX9	P61956-2	2082462	4691983
1276072	P01871	Q5NEC0	5334003	33496338
1276497	P10646-2	P09237	2279423	4966191
1277987	P07948	P08238	4083603	4732923
1279144	P29992	Q13507-3	4166168	16832224
1279423	Q96EB6	P35568	2166278	3143545
1279437	P03968	P21802	106599	4935615
1279761	P42224	Q5NEE1	1004542	24648628
1279799	P37231-3	B7Z3V6	2201336	2854571
1281389	Q96AP0-2	P49796-4	2837637	4842235
1283700	P35568	P22681	3143545	4739027
1285869	P12931	complex:8cig2ZpLX+0oQvv3qKr4mb21lg4	863768	1285869
1285869	complex:8cig2ZpLX+0oQvv3qKr4mb21lg4	P43405	1285869	3999360
1285869	complex:8cig2ZpLX+0oQvv3qKr4mb21lg4	P07948	1285869	4083603
1285869	complex:8cig2ZpLX+0oQvv3qKr4mb21lg4	P21145	1285869	43265214
1287482	P61073	P42224-2	107322	1004542
1287520	NP_001191809	P04083	596393	3719914
1287754	P27694	P04083	1613993	3719914
1288473	P54852	Q03060-17	3294828	11792364
1291016	Q9UKP3	O60701	1126058	1856589
1291022	P35568	P28482	3143545	3357491
1292815	P20827	rogid:6HHZCcKET/ovcZ0RLFt00tK8IdI9606	1297481	25688123
1292947	P42224	Q16531	1004542	3699097
1293106	P22607-3	P11487	656326	1445817
1293275	Q96A44	P35228	1386415	4140270
1293871	P05107	P07948	1027325	4083603
1294972	P48059	Q9P212	2974113	3351727
1295206	P00747	P09237	1850984	4966191
1296431	P56945	O15117	4092924	9378664
1296482	P09237	rogid:v26J1bFoKWHx8eTARuuKdJpNu1c1717	4966191	51148889
1297029	P42224	Q5JPE7	1004542	3256490
1297369	P04155	Q6UXZ3	1119944	40124917
1297662	XP_005245305	P35228	2106983	4140270
1297916	P54253	Q03060	1594998	11792364
1298787	Q99996	O41970	2444766	21840639
1298878	P05161	P32455	2650406	3714020
1299158	P19875	Q12929	1920263	4384063
1300144	Q8NBE8	P04083	2714511	3719914
1300395	P01871	Q5NEX3	5334003	39854239
1301232	P01871	Q5NGF1	5334003	24759413
1302003	A9UHW6	P37231-3	1962049	2201336
1302161	Q9UBB4	P48059	2758513	2974113
1302397	P48059	P20929	2974113	14007161
1302498	P04155	P28065	1119944	2951606
1303439	P41222	NP_000059	2268399	5296490
1303694	P04155	Q6UX41	1119944	29957706
1306433	P04040	Q5NF37	2460995	25549543
1306783	Q9HBG6	complex:D75njuzHICgDTioo0KI/JEYYoKk	22386	1306783
1306783	Q86X55	complex:D75njuzHICgDTioo0KI/JEYYoKk	322700	1306783
1306783	Q92805	complex:D75njuzHICgDTioo0KI/JEYYoKk	641233	1306783
1306783	Q8TD16	complex:D75njuzHICgDTioo0KI/JEYYoKk	707837	1306783
1306783	Q99613	complex:D75njuzHICgDTioo0KI/JEYYoKk	751057	1306783
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9Y262	1306783	1354314
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q14152	1306783	1433449
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9H8Y5	1306783	1539390
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	P33991	1306783	1749544
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9UGP4	1306783	1769093
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9NRF9	1306783	1786250
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q12874	1306783	1920968
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q8NFG4	1306783	2032334
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9Q2G4	1306783	2041210
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q8N163	1306783	2073222
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	O15371	1306783	2295323
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q99996	1306783	2444766
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9H4L5	1306783	2721098
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	P32121	1306783	3130413
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q07864	1306783	3415493
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	O15372	1306783	3479715
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q99704	1306783	3610691
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	P60228	1306783	3970918
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9BTY7	1306783	4004966
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q9UBQ5	1306783	4054553
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	O60232	1306783	4402320
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	O60610	1306783	5309316
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q86US8	1306783	5315452
1306783	complex:D75njuzHICgDTioo0KI/JEYYoKk	Q8TF40	1306783	14006282
1307134	P37231-3	P63165	2201336	3034498
1307493	P20827	rogid:5JxKYchH8R6Fz9o/jZFRNkqYw189606	1297481	25212655
1307699	Q16820	rogid:pi6SubEox4dmb9K0el08PI0T7w032630	8972896	48467020
1307892	P37231	rogid:wr0/HGU4N++EQvbg/7RYWdtrE489606	2201336	52050199
1308326	NP_001244254	P04083	482626	3719914
1308456	B2R8E4	P21802-8	678947	4935615
1308511	Q96FW1	P04083	2527179	3719914
1309241	Q9UNN5	P04083	2637595	3719914
1309266	P29992	rogid:sjn8PWRgiieWVYewfjYgjL4Fs7g10090	4166168	49987221
1309597	P22607-3	P54764	656326	3134370
1310773	Q99619	P35228	1519689	4140270
1312395	P42224	P16435	1004542	4194512
1313704	P42224	complex:Ec+HsAkYEaA7ZyYx6dmDk7j1dPE	1004542	1313704
1313704	complex:Ec+HsAkYEaA7ZyYx6dmDk7j1dPE	P63151	1313704	1798066
1313704	complex:Ec+HsAkYEaA7ZyYx6dmDk7j1dPE	P14254	1313704	43033762
1314257	P21802	P23352	4935615	5337292
1315095	XP_005246873	P56524	1004542	1734411
1315622	P32455	P14316	3714020	5175751
1315821	L7RT18	P35568	2886402	3143545
1316190	P04155	Q14241	1119944	9378465
1316897	O75381	Q15067	970667	5287038
1318417	rogid:jEA1vgSAynQLmVllBYs48oKh8jM32630	Q03060-23	9976054	11792364
1318537	Q6P6U0	P14317	3465889	16820919
1318928	P32455	P32455	3714020	3714020
1319407	P04083	P08758	3719914	4535951
1319588	P42224	P09619	1004542	2494710
1320347	Q06609	P35568	1183784	3143545
1320795	A2TDB8	P48059	1754323	2974113
1321310	P07332-2	P35568	2606053	3143545
1321359	complex:GGEKEI66+1LN7owkwdlmiMr9mfM	P43405	1321359	3999360
1321359	complex:GGEKEI66+1LN7owkwdlmiMr9mfM	P07948	1321359	4083603
1321359	complex:GGEKEI66+1LN7owkwdlmiMr9mfM	P11049	1321359	4364736
1322500	P32241	P03989	1528293	4196533
1323546	Q9NRC8	O94915	3090489	5319649
1325077	P01033	P61956	3497176	4691983
1327296	Q8N2R0	P48059	1724257	2974113
1327736	P49407-2	P49796-4	4397910	4842235
1333074	P20827	P61956	1297481	4691983
1333500	P24864	Q99996-6	2349500	2444766
1333791	Q9P2N4	P48059	365506	2974113
1334042	P18146	P15036	783116	3043915
1334530	P01871	Q5NH25	5334003	49744825
1335154	P32241	rogid:rKMxNXdKAPQH45WcYjd50/8TYQo9606	1528293	49288608
1335619	Q9NYB0	P25815	3867581	4764357
1335752	P08758	NP_001074790	4535951	23010751
1337009	P60709	E7DVW4	2255804	5108932
1337978	O95994	A8CG34	1680760	5360529
1339587	P37231-3	G4XH65	2201336	4157895
1339769	Q99570	A4D1F7	1406752	4431433
1340927	P17861	rogid:Ld/vozxm6yoD2osrItPPuy4pKsM9606	717706	33373940
1341483	Q99996	O75386	2444766	53460539
1342126	P01857	rogid:x6cpThd263Mg5MI1OElxwfuSmiY9606	5333995	52189139
1342180	P18146	P49796	783116	4842235
1343690	B0LPE5	P42224-2	929751	1004542
1344418	P04406	P04083	986959	3719914
1344951	P37231-3	NP_612492	2201336	35692730
1345234	P04083	Q9NWV4	3719914	3929260
1347615	XP_005267585	P08758	2814205	4535951
1348043	P04083	P41743	3719914	4487727
1348169	P37231-3	Q7LCB3	2201336	4416305
1348330	Q16644	P01871	3505711	5334003
1348804	Q99612	P35228	763487	4140270
1354222	P22607-3	K7ENL3	656326	3027803
1355940	P19875	P27986	1920263	3503650
1356831	P12931	P04155	863768	1119944
1358099	P08047	P32455	3095898	3714020
1359056	P00533	P35228	2135848	4140270
1360408	Q9NYB0	P08758	3867581	4535951
1361163	O14921	XP_005260042	349491	821803
1362443	P01100	P35228	3805630	4140270
1363073	P26367	P49796	1975704	4842235
1363299	Q9ULX9	P97302	2082462	3303948
1363611	P00533	Q15120	2135848	3634163
1364322	P04155	Q9NYZ4	1119944	46283658
1364501	P50281	P21802	4802061	4935615
1364724	Q99996-6	O95551	2444766	3235241
1365043	Q06787	P48059	38167	2974113
1365712	P04083	Q5NI96	3719914	34898162
1365739	Q9ULX9	O14753	2082462	4162865
1365754	P32455	P10914	3714020	4236867
1365911	P42224-2	rogid:xgvc0V+8f7Fp+Ak1I8bXAZyRbFY9606	1004542	9983161
1365915	P04155	Q96PJ5	1119944	24979482
1366339	Q6PGN9-2	P10124	1475648	1862523
1366718	P29350	complex:Q9GI7jda5+HSvv8QypPa4jlMic0	299897	1366718
1366718	complex:Q9GI7jda5+HSvv8QypPa4jlMic0	P07948	1366718	4083603
1366718	complex:Q9GI7jda5+HSvv8QypPa4jlMic0	P11049	1366718	4364736
1366718	complex:Q9GI7jda5+HSvv8QypPa4jlMic0	Q15046	1366718	5045181
1367491	Q99684	P15036	1218345	3043915
1368566	Q9BWJ1	Q03060-17	3536546	11792364
1370054	Q9UK32	Q15847	409330	50722320
1372377	XP_005246873	P05161	1004542	2650406
1372444	P01871	Q5NFR9	5334003	25150325
1372629	Q14197	Q15120-2	813953	3634163
1372837	P27348	P04083	448835	3719914
1373053	P48059	rogid:mDfS2EnJf2P4KyXk7qoXMp1Rh+Y32630	2974113	46717074
1373055	P22681	O15117	4739027	9378664
1373888	O95398	Q5UE93	16828890	32628697
1376444	O96006	E7DVW4	2568393	5108932
1379592	P52799	P49796	2368170	4842235
1381641	P35568	P46934-4	3143545	14007162
1381673	P37231-3	B2R7W3	2201336	4993640
1382948	P12830	Q92597	4698162	5176863
1385368	O14921	P16220-3	349491	2768047
1385732	P42224	M1P2Z0	1004542	3280269
1387473	P22607-3	P42224-2	656326	1004542
1389096	P04040	Q2T9J0	2460995	3198917
1390678	XP_005262457	P63165	2052564	3034498
1398207	P04155	NM_000937	1119944	5821236
1399170	P35228	P62987	4140270	4820577
1399277	Q96QT4	P04083	2439084	3719914
1400049	P22607-3	O60258	656326	1280186
1400098	NP_001191421	Q03060-23	5337575	11792364
1400884	P48059-5	Q15831	2974113	5157965
1401294	O75521	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	1067853	1401294
1401294	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	P51659	1401294	2328859
1401294	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	Q2T9J0	1401294	3198917
1401294	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	P22307	1401294	4608040
1401294	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	Q86WA8	1401294	4785564
1401294	complex:XiYL+BQQ5UtyNe/HXG3YUoqucL0	Q15067	1401294	5287038
1401388	P24522	P01871	487164	5334003
1401783	Q9QWY8-2	P07948	123365	4083603
1402803	P54274-2	NP_005326	5406538	16820919
1404095	P01871	Q5NHM9	5334003	43763302
1406518	P42224-2	P32927	1004542	3303272
1407481	O60701-2	Q9NTG7-2	1856589	2710194
1408654	P39900	P13608	2088394	34137745
1408805	P07948	Q96PU4	4083603	5272553
1410141	Q93034	P35228	3896672	4140270
1410351	P04083	B4DT49	3719914	4278513
